MDC,DC,DRG,RW0D,RW,WTLOS,OT,MDF,DRGNAME
05,0505,05059,12.3655,18.1845,13.75,41,0.98,Coronary bypass
05,0506,05060,8.9069,9.7878,5.53,17,0.68,Other cardiothoracic proc wo sig CCC
05,0506,05061,9.0047,12.2013,13.69,41,1.0,Other cardiothoracic proc w min CCC
05,0507,05079,13.4588,22.4312,17.7,53,1.0,Thoracoabdominal proc combination
05,0508,05080,7.1013,8.4539,7.1,21,0.95,Major cardiovascular proc wo sig CCC
05,0508,05081,7.2436,12.0728,15.46,46,1.0,Major cardiovascular proc w min CCC
05,0509,05090,3.1022,4.5621,14.57,44,0.82,Major amputation for CVS disorders wo sig CCC
05,0509,05091,3.5557,8.0812,23.82,71,1.0,Major amputation for CVS disorders w min CCC
05,0510,05109,6.4809,9.5307,12.57,38,1.0,"Perm pacemaker proc comb for AMI, HF, Shock"
05,0511,05110,2.9836,3.2787,4.5,14,1.0,Perm pacemaker proc comb wo sig CCC
05,0511,05111,4.0895,4.8684,6.98,21,0.88,Perm pacemaker proc comb w min CCC
05,0511,05112,5.2035,7.6522,13.53,41,1.0,Perm pacemaker proc comb w mod CCC
05,0512,05120,4.5413,4.9904,3.94,12,1.0,Automat cardioverter proc wo sig CCC
05,0512,05121,6.2008,7.382,7.09,21,0.64,Automat cardioverter proc w min CCC
05,0512,05122,6.2008,9.9119,15.57,47,1.0,Automat cardioverter proc w mod CCC
05,0513,05130,7.3461,8.7454,9.0,27,0.56,Simple cardiothoracic proc wo sig CCC
05,0513,05131,8.0722,11.8708,12.03,36,0.42,Simple cardiothoracic proc w min CCC
05,0514,05149,5.214,5.7297,3.22,10,1.0,Cardiac electrophysiologic proc
05,0515,05150,3.0157,3.314,3.56,11,0.85,Other vascular proc wo sig CCC
05,0515,05151,5.099,6.0702,8.57,26,0.63,Other vascular proc w min CCC
05,0515,05152,5.099,8.9979,18.51,56,1.0,Other vascular proc w mod CCC
05,0516,05160,1.4141,1.6835,6.64,20,1.0,Minor amputation wo sig CCC
05,0516,05161,2.7659,4.0676,12.92,39,0.79,Minor amputation w min CCC
05,0517,05170,2.4358,2.6767,4.25,13,1.0,Pacemaker revision and replacement wo sig CCC
05,0517,05171,4.2371,5.5751,10.53,32,1.0,Pacemaker revision and replacement w min CCC
05,0519,05190,1.6662,1.6662,2.91,9,1.0,Vein ligation and stripping wo sig CCC
05,0519,05191,3.3156,3.9471,8.04,24,1.0,Vein ligation and stripping w min CCC
05,0520,05200,1.8229,2.1702,8.66,26,0.6,Other circ system OR proc wo sig CCC
05,0520,05201,2.5003,4.1672,15.65,47,0.63,Other circ system OR proc w min CCC
05,0520,05202,3.0966,7.0379,25.33,76,1.0,Other circ system OR proc w mod CCC
05,0521,05210,2.5119,2.7603,3.87,12,1.0,Cardiac cath/angiography for complex Dx wo sig CCC
05,0521,05211,4.6399,5.5237,8.85,27,1.0,Cardiac cath/angiography for complex Dx w min CCC
05,0521,05212,6.2491,9.1898,13.12,39,1.0,Cardiac cath/angiography for complex Dx w mod CCC
05,0522,05220,2.136,2.136,2.16,6,0.66,Cardiac cath/angiography wo sig CCC
05,0522,05221,2.786,3.0615,3.73,11,0.77,Cardiac cath/angiography w min CCC
05,0522,05222,4.0937,5.3864,10.58,32,1.0,Cardiac cath/angiography w mod CCC
05,0523,05230,6.8786,6.8786,2.14,6,1.0,Percut cardiovas proc w stent insertion wo sig CCC
05,0523,05231,8.0392,8.0392,2.56,8,1.0,Percut cardiovas proc w stent insertion w min CCC
05,0523,05232,8.9324,9.8158,5.19,16,1.0,Percut cardiovas proc w stent insertion w mod CCC
05,0524,05240,6.5804,6.5804,2.18,7,1.0,Percut cardiovas proc wo sig CCC
05,0524,05241,7.7565,7.7565,2.76,8,1.0,Percut cardiovas proc w min CCC
05,0524,05242,8.4494,9.2851,5.75,17,1.0,Percut cardiovas proc w mod CCC
05,0525,05259,14.3182,32.5414,22.89,69,1.0,Acute MI w CAB or VSD repair w PTCA
05,0526,05269,9.7959,22.2634,21.59,65,1.0,Acute MI w CAB or VSD repair wo PTCA
05,0527,05270,9.1175,10.0192,4.31,13,0.98,Acute MI w multiple vessel PTCA wo sig CCC
05,0527,05271,10.2141,12.1597,8.9,27,1.0,Acute MI w multiple vessel PTCA w min CCC
05,0529,05290,7.8755,8.6544,3.57,11,1.0,Acute MI w single vessel PTCA wo sig CCC
05,0529,05291,9.6449,11.482,6.54,20,0.61,Acute MI w single vessel PTCA w min CCC
05,0531,05310,3.991,3.991,2.42,7,1.0,Peripheral stent insertion wo sig CCC
05,0531,05311,5.7003,7.5004,10.1,30,1.0,Peripheral stent insertion w min CCC
05,0532,05329,9.2046,20.9194,27.58,83,1.0,Multiple cardiac valve proc with cardiac cath
05,0533,05330,10.0753,14.8167,14.47,43,0.79,Multiple cardiac valve procedures wo sig CCC
05,0533,05331,11.0267,18.3779,17.6,53,0.54,Multiple cardiac valve procedures w min CCC
05,0536,05360,2.3232,4.4676,20.59,62,0.69,Multiple wound debridement for CVS disorders wo sig CCC
05,0536,05361,2.635,5.9886,25.23,76,0.48,Multiple wound debridement for CVS disorders w min CCC
05,0536,05362,4.0029,9.0974,39.0,117,1.0,Multiple wound debridement for CVS disorders w mod CCC
05,0537,05379,11.617,19.3616,15.97,48,1.0,Complex cardiothoracic procedures
05,0550,05500,2.2042,2.4222,3.56,11,1.0,Acute MI w major comp w thrombol inj wo sig CCC
05,0550,05501,4.5767,6.022,10.06,30,1.0,Acute MI w major comp w thrombol inj w min CCC
05,0551,05510,1.9428,2.1349,3.59,11,0.91,Acute MI w thrombol inj wo sig CCC
05,0551,05511,2.4457,2.6876,5.2,16,1.0,Acute MI w thrombol inj w min CCC
05,0552,05520,1.4424,1.5851,4.86,15,1.0,"Acute MI w major comp, not transferred wo sig CCC"
05,0552,05521,2.4723,2.9432,7.45,22,1.0,"Acute MI w major comp, not transferred w min CCC"
05,0552,05522,3.1009,4.0802,9.4,28,1.0,"Acute MI w major comp, not transferred w mod CCC"
05,0552,05523,4.599,6.7633,13.91,42,1.0,"Acute MI w major comp, not transferred w maj CCC"
05,0553,05530,0.946,1.0396,4.0,12,0.89,"Acute MI, not transferred wo sig CCC"
05,0553,05531,1.241,1.3637,4.94,15,0.97,"Acute MI, not transferred w min CCC"
05,0553,05532,1.7363,2.0671,6.88,21,1.0,"Acute MI, not transferred w mod CCC"
05,0553,05533,2.4853,3.2701,9.33,28,1.0,"Acute MI, not transferred w maj CCC"
05,0554,05540,1.7708,2.604,13.1,39,1.0,Infective endocarditis wo sig CCC
05,0554,05541,3.1765,6.1088,20.7,62,1.0,Infective endocarditis w min CCC
05,0554,05542,3.8873,8.8347,23.49,70,1.0,Infective endocarditis w mod CCC
05,0555,05550,0.6216,0.6831,3.36,10,1.0,Heart failure and shock wo sig CCC
05,0555,05551,1.2098,1.3294,5.24,16,1.0,Heart failure and shock w min CCC
05,0555,05552,2.4776,2.9495,8.57,26,1.0,Heart failure and shock w mod CCC
05,0555,05553,3.7681,5.5413,12.72,38,0.82,Heart failure and shock w maj CCC
05,0555,05554,3.8143,7.3352,18.81,56,1.0,Heart failure and shock w ext CCC
05,0556,05560,0.7449,0.8186,4.66,14,0.79,Venous thrombosis wo sig CCC
05,0556,05561,1.2513,1.4896,6.92,21,1.0,Venous thrombosis w min CCC
05,0556,05562,2.5266,3.7156,12.59,38,1.0,Venous thrombosis w mod CCC
05,0557,05579,0.8503,1.0123,6.06,18,1.0,Skin ulcers for circulatory disorders
05,0558,05580,1.2307,1.3524,5.44,16,0.68,"Peripheral vascular disorders, not transferred wo sig CCC"
05,0558,05581,2.1952,2.6132,7.29,22,1.0,"Peripheral vascular disorders, not transferred w min CCC"
05,0558,05582,3.4258,5.038,12.07,36,0.58,"Peripheral vascular disorders, not transferred w mod CCC"
05,0559,05590,0.5561,0.5561,2.31,7,1.0,Coronary atherosclerosis and unstable angina wo sig CCC
05,0559,05591,0.8113,0.8915,3.55,11,1.0,Coronary atherosclerosis and unstable angina w min CCC
05,0559,05592,1.5398,1.6921,5.75,17,1.0,Coronary atherosclerosis and unstable angina w mod CCC
05,0559,05593,2.4907,2.9651,8.2,25,1.0,Coronary atherosclerosis and unstable angina w maj CCC
05,0559,05594,4.3062,6.3327,12.71,38,1.0,Coronary atherosclerosis and unstable angina w ext CCC
05,0560,05600,0.3341,0.3341,1.91,6,1.0,Hypertension wo sig CCC
05,0560,05601,0.7663,0.8421,3.45,10,1.0,Hypertension w min CCC
05,0560,05602,1.7019,2.0261,6.29,19,1.0,Hypertension w mod CCC
05,0560,05603,2.8409,3.7381,9.1,27,1.0,Hypertension w maj CCC
05,0560,05604,3.9555,5.2047,11.24,34,1.0,Hypertension w ext CCC
05,0561,05610,0.9613,0.9613,2.84,9,0.61,Congenital heart disease wo sig CCC
05,0561,05611,1.3694,1.6303,6.1,18,1.0,Congenital heart disease w min CCC
05,0561,05612,2.9814,4.9689,16.24,49,1.0,Congenital heart disease w mod CCC
05,0562,05620,0.8146,0.8952,3.89,12,1.0,Valvular disorders wo sig CCC
05,0562,05621,2.1259,2.7973,9.66,29,1.0,Valvular disorders w min CCC
05,0562,05622,4.1014,6.0314,14.05,42,1.0,Valvular disorders w mod CCC
05,0563,05630,0.8116,0.8116,2.13,6,1.0,Major arrhythmia and cardiac arrest wo sig CCC
05,0563,05631,1.7366,1.9084,3.87,12,1.0,Major arrhythmia and cardiac arrest w min CCC
05,0563,05632,3.0438,3.6236,6.68,20,1.0,Major arrhythmia and cardiac arrest w mod CCC
05,0563,05633,5.082,7.4736,12.38,37,1.0,Major arrhythmia and cardiac arrest w maj CCC
05,0564,05640,0.4894,0.4894,1.93,6,1.0,Non-major arrhythmia and conduction dis wo sig CCC
05,0564,05641,0.8498,0.9339,3.35,10,1.0,Non-major arrhythmia and conduction dis w min CCC
05,0564,05642,1.6891,2.0108,6.1,18,1.0,Non-major arrhythmia and conduction dis w mod CCC
05,0564,05643,2.5228,3.0034,7.79,23,1.0,Non-major arrhythmia and conduction dis w maj CCC
05,0564,05644,4.014,5.2816,10.93,33,1.0,Non-major arrhythmia and conduction dis w ext CCC
05,0566,05660,0.3602,0.3602,1.63,5,1.0,"Chest pain, syncope and collapse wo sig CCC"
05,0566,05661,0.6192,0.6192,2.48,7,1.0,"Chest pain, syncope and collapse w min CCC"
05,0566,05662,1.1309,1.2428,4.29,13,1.0,"Chest pain, syncope and collapse w mod CCC"
05,0566,05663,1.7689,1.9439,5.93,18,1.0,"Chest pain, syncope and collapse w maj CCC"
05,0568,05680,0.7196,0.7908,3.38,10,1.0,Other circulatory system diagnoses wo sig CCC
05,0568,05681,1.9434,2.3135,7.15,21,1.0,Other circulatory system diagnoses w min CCC
05,0568,05682,3.5009,4.6065,10.65,32,1.0,Other circulatory system diagnoses w mod CCC
05,0568,05683,5.3762,7.9062,14.6,44,1.0,Other circulatory system diagnoses w maj CCC
05,0569,05690,0.6719,0.6719,1.81,5,1.0,"Acute MI, transferred wo sig CCC"
05,0569,05691,1.5119,1.6614,3.9,12,1.0,"Acute MI, transferred w min CCC"
05,0569,05692,2.5606,3.0483,6.32,19,1.0,"Acute MI, transferred w mod CCC"
05,0569,05693,4.0401,5.3159,10.78,32,1.0,"Acute MI, transferred w maj CCC"
05,0570,05700,0.9253,1.0168,3.69,11,0.55,"Peripheral vascular disorders, transferred wo sig CCC"
05,0570,05701,2.6244,2.884,5.07,15,0.95,"Peripheral vascular disorders, transferred w min CCC"
06,0601,06010,2.1667,2.8509,9.18,28,0.94,"Stomach, esophagus & duodenal proc for malig wo sig CCC"
06,0601,06011,3.5585,6.8433,18.49,55,1.0,"Stomach, esophagus & duodenal proc for malig w min CCC"
06,0602,06020,2.2874,2.7231,7.04,21,0.12,"Stomach, esophagus & duodenal procedure wo sig CCC"
06,0602,06021,3.5217,5.8696,16.27,49,1.0,"Stomach, esophagus & duodenal procedure w min CCC"
06,0603,06030,3.7313,4.9097,10.8,32,0.98,Major small & large bowel procedure wo sig CCC
06,0603,06031,5.1968,8.6613,17.78,53,0.76,Major small & large bowel procedure w min CCC
06,0603,06032,5.278,11.9954,25.1,75,0.56,Major small & large bowel procedure w mod CCC
06,0603,06033,6.5735,14.9398,36.09,108,1.0,Major small & large bowel procedure w maj CCC
06,0604,06040,3.758,4.9447,11.42,34,1.0,Rectal resection wo sig CCC
06,0604,06041,4.7568,6.9953,15.0,45,1.0,Rectal resection w min CCC
06,0605,06050,2.3529,2.801,7.76,23,1.0,Peritoneal adhesiolysis wo sig CCC
06,0605,06051,3.634,5.344,12.35,37,1.0,Peritoneal adhesiolysis w min CCC
06,0605,06052,4.7304,9.0968,19.28,58,1.0,Peritoneal adhesiolysis w mod CCC
06,0607,06070,1.1036,1.2127,3.05,9,0.8,Appendectomy wo sig CCC
06,0607,06071,1.4106,1.5501,4.09,12,1.0,Appendectomy w min CCC
06,0607,06072,2.0872,2.4848,6.28,19,0.67,Appendectomy w mod CCC
06,0607,06073,3.1955,4.2046,9.08,27,1.0,Appendectomy w maj CCC
06,0607,06074,5.4295,7.9845,13.45,40,1.0,Appendectomy w ext CCC
06,0608,06080,2.2853,2.7207,8.05,24,0.86,Minor small & large bowel procedure wo sig CCC
06,0608,06081,3.6644,6.1074,16.21,49,0.98,Minor small & large bowel procedure w min CCC
06,0609,06090,0.941,0.941,2.89,9,1.0,Anal & stomal procedure wo sig CCC
06,0609,06091,1.6241,1.7847,5.57,17,1.0,Anal & stomal procedure w min CCC
06,0609,06092,2.8155,4.6925,17.53,53,1.0,Anal & stomal procedure w mod CCC
06,0610,06100,1.2345,1.2345,2.85,9,1.0,Inguinal & femoral hernia procedure age > 14 wo sig CCC
06,0610,06101,1.8458,2.0283,4.91,15,1.0,Inguinal & femoral hernia procedure age > 14 w min CCC
06,0610,06102,3.5772,4.7069,9.67,29,1.0,Inguinal & femoral hernia procedure age > 14 w mod CCC
06,0611,06110,1.5705,1.7258,4.44,13,1.0,"Hernia proc, exc ing & femoral age > 14 wo sig CCC"
06,0611,06111,2.34,2.7857,6.78,20,1.0,"Hernia proc, exc ing & femoral age > 14 w min CCC"
06,0612,06120,0.9232,0.9232,1.94,6,0.68,Hernia procedure age < 15 wo sig CCC
06,0612,06121,1.046,1.046,2.54,8,1.0,Hernia procedure age < 15 w min CCC
06,0612,06122,2.0188,2.4033,6.81,20,1.0,Hernia procedure age < 15 w mod CCC
06,0613,06130,2.9718,3.5379,8.49,25,0.68,Other digestive system OR proc for malig wo sig CCC
06,0613,06131,3.5863,6.8967,19.47,58,1.0,Other digestive system OR proc for malig w min CCC
06,0614,06140,2.1831,2.5988,7.04,21,0.79,Other digestive system OR procedure wo sig CCC
06,0614,06141,3.5487,5.2186,12.56,38,0.8,Other digestive system OR procedure w min CCC
06,0614,06142,4.1671,8.0137,20.15,60,1.0,Other digestive system OR procedure w mod CCC
06,0615,06159,2.1092,2.5109,7.31,22,1.0,Pyloromyotomy procedure
06,0616,06160,1.4748,1.603,4.18,13,1.0,Complex therapeutic gastroscopy wo sig CCC
06,0616,06161,3.1919,3.7999,7.51,23,1.0,Complex therapeutic gastroscopy w min CCC
06,0616,06162,5.5787,8.204,14.9,45,1.0,Complex therapeutic gastroscopy w mod CCC
06,0619,06190,1.1233,1.221,3.56,11,0.64,Other gastroscopy for major digestive diseases wo sig CCC
06,0619,06191,2.1296,2.5352,6.46,19,0.74,Other gastroscopy for major digestive diseases w min CCC
06,0619,06192,3.435,5.0514,13.64,41,1.0,Other gastroscopy for major digestive diseases w mod CCC
06,0621,06210,0.8801,0.8801,2.52,8,0.91,Other gastroscopy for non-major digestive diseases wo sig CCC
06,0621,06211,1.7648,2.1009,6.71,20,0.69,Other gastroscopy for non-major digestive diseases w min CCC
06,0621,06212,2.9169,4.2896,13.19,40,1.0,Other gastroscopy for non-major digestive diseases w mod CCC
06,0623,06230,1.013,1.013,2.01,6,1.0,Complex therapeutic colonoscopy wo sig CCC
06,0623,06231,1.9325,2.3006,6.82,20,0.65,Complex therapeutic colonoscopy w min CCC
06,0623,06232,2.9521,4.9201,15.57,47,1.0,Complex therapeutic colonoscopy w mod CCC
06,0624,06240,0.891,0.891,2.26,7,0.97,Other colonoscopy wo sig CCC
06,0624,06241,1.7749,2.113,8.74,26,0.79,Other colonoscopy w min CCC
06,0624,06242,3.5257,4.3475,14.74,44,1.0,Other colonoscopy w mod CCC
06,0626,06269,4.1137,5.4127,11.83,35,1.0,GI stent insertion
06,0627,06279,5.4335,9.0558,15.82,47,1.0,"Lap stomach, duodenal & diaphragm proc"
06,0628,06289,3.4676,4.128,8.8,26,0.96,Lap peritoneal adhesiolysis
06,0629,06290,2.4222,2.6618,3.52,11,0.73,Laparoscopic appendectomy wo sig CCC
06,0629,06291,3.1421,3.4529,5.77,17,0.55,Laparoscopic appendectomy w min CCC
06,0630,06300,4.875,7.1691,14.54,44,1.0,Stomach & duodenal resection wo sig CCC
06,0630,06301,4.875,10.8333,21.16,63,1.0,Stomach & duodenal resection w min CCC
06,0630,06302,6.3645,14.4649,28.45,85,1.0,Stomach & duodenal resection w mod CCC
06,0632,06320,1.5633,1.7179,5.25,16,1.0,Appendectomy for complicate PDx wo sig CCC
06,0632,06321,2.8278,3.3664,8.84,27,1.0,Appendectomy for complicate PDx w min CCC
06,0632,06322,3.4882,4.5898,10.61,32,1.0,Appendectomy for complicate PDx w mod CCC
06,0632,06323,5.0853,7.4784,13.85,42,1.0,Appendectomy for complicate PDx w maj CCC
06,0635,06359,6.0214,8.855,13.92,42,1.0,Lap rectal resection
06,0636,06360,5.0264,6.6137,10.58,32,1.0,Lap major small & large bowel procedures wo sig CCC
06,0636,06361,6.1364,10.2273,17.12,51,1.0,Lap major small & large bowel procedures w min CCC
06,0637,06379,4.1213,4.5289,5.47,16,1.0,Lap abdiminal hernia procedures
06,0638,06389,3.0055,3.3028,3.71,11,1.0,Lap inguinal hernia procedures
06,0640,06409,7.6374,17.3579,28.17,85,1.0,Esophageal resection
06,0643,06430,2.984,3.2791,5.44,16,0.82,Other esophageal procedures wo sig CCC
06,0643,06431,4.2131,7.0218,17.56,53,1.0,Other esophageal procedures w min CCC
06,0644,06440,1.267,1.267,2.45,7,0.62,Multiple GI endoscopy wo sig CCC
06,0644,06441,2.3371,2.7823,6.94,21,0.94,Multiple GI endoscopy w min CCC
06,0644,06442,3.9795,6.6325,15.94,48,1.0,Multiple GI endoscopy w mod CCC
06,0650,06500,0.8104,0.8905,4.34,13,0.76,"Digestive malignancy, not transferred wo sig CCC"
06,0650,06501,1.7363,2.067,7.14,21,0.98,"Digestive malignancy, not transferred w min CCC"
06,0650,06502,3.1909,4.6925,12.56,38,0.47,"Digestive malignancy, not transferred w mod CCC"
06,0651,06510,0.6643,0.6643,2.84,9,1.0,Complicated peptic ulce and GI hemorrhage wo sig CCC
06,0651,06511,1.2195,1.3401,3.94,12,1.0,Complicated peptic ulce and GI hemorrhage w min CCC
06,0651,06512,2.422,2.6615,5.38,16,1.0,Complicated peptic ulce and GI hemorrhage w mod CCC
06,0651,06513,3.4163,4.067,6.93,21,1.0,Complicated peptic ulce and GI hemorrhage w maj CCC
06,0651,06514,5.0659,6.6657,9.91,30,1.0,Complicated peptic ulce and GI hemorrhage w ext CCC
06,0654,06540,0.2815,0.2815,2.02,6,1.0,Uncomplicated peptic ulcer wo sig CCC
06,0654,06541,0.5141,0.5141,2.77,8,0.78,Uncomplicated peptic ulcer w min CCC
06,0654,06542,0.9937,1.1829,6.98,21,1.0,Uncomplicated peptic ulcer w mod CCC
06,0655,06559,1.9115,2.1005,4.68,14,1.0,Inflammatory bowel disease
06,0656,06560,0.6932,0.7618,3.83,11,1.0,"GI obstruction, not transferred wo sig CCC"
06,0656,06561,1.8364,2.1862,7.41,22,1.0,"GI obstruction, not transferred w min CCC"
06,0656,06562,3.8634,5.6815,14.05,42,1.0,"GI obstruction, not transferred w mod CCC"
06,0657,06570,0.3229,0.3229,2.08,6,0.93,Infectious gastroenteritis age > 9 wo sig CCC
06,0657,06571,0.6201,0.6814,3.55,11,1.0,Infectious gastroenteritis age > 9 w min CCC
06,0657,06572,1.2966,1.4248,5.3,16,1.0,Infectious gastroenteritis age > 9 w mod CCC
06,0657,06573,2.5112,2.9895,8.05,24,1.0,Infectious gastroenteritis age > 9 w maj CCC
06,0657,06574,4.5801,6.7354,13.55,41,1.0,Infectious gastroenteritis age > 9 w ext CCC
06,0658,06580,0.266,0.266,2.29,7,0.83,Gastroenteritis age < 10 wo sig CCC
06,0658,06581,0.3596,0.3596,2.82,8,0.75,Gastroenteritis age < 10 w min CCC
06,0658,06582,0.5911,0.6496,4.36,13,1.0,Gastroenteritis age < 10 w mod CCC
06,0658,06583,1.4926,1.777,8.03,24,1.0,Gastroenteritis age < 10 w maj CCC
06,0658,06584,3.2839,5.4732,15.37,46,1.0,Gastroenteritis age < 10 w ext CCC
06,0660,06600,0.8276,0.9094,3.95,12,1.0,"Other digestive system diagnoses, not transferred wo sig CCC"
06,0660,06601,2.4155,2.8756,7.82,23,1.0,"Other digestive system diagnoses, not transferred w min CCC"
06,0660,06602,3.2356,4.2573,10.04,30,0.86,"Other digestive system diagnoses, not transferred w mod CCC"
06,0660,06603,3.8013,6.3356,16.64,50,1.0,"Other digestive system diagnoses, not transferred w maj CCC"
06,0661,06610,0.2888,0.2888,1.73,5,0.97,Abdominal pain or mesenteric adenitis wo sig CCC
06,0661,06611,0.4379,0.4379,2.28,7,1.0,Abdominal pain or mesenteric adenitis w min CCC
06,0661,06612,0.5636,0.5636,2.73,8,1.0,Abdominal pain or mesenteric adenitis w mod CCC
06,0661,06613,1.1266,1.238,4.71,14,1.0,Abdominal pain or mesenteric adenitis w maj CCC
06,0662,06620,0.5244,0.5763,3.39,10,1.0,Intestinal helminthiases age > 9 wo sig CCC
06,0662,06621,1.3557,1.614,6.99,21,1.0,Intestinal helminthiases age > 9 w min CCC
06,0663,06630,0.262,0.262,2.02,6,0.86,Intestinal helminth and misc digestive dis age < 10 wo sig CCC
06,0663,06631,0.5403,0.5937,3.63,11,1.0,Intestinal helminth and misc digestive dis age < 10 w min CCC
06,0663,06632,1.3908,2.318,17.48,52,1.0,Intestinal helminth and misc digestive dis age < 10 w mod CCC
06,0664,06640,0.2686,0.2686,1.82,5,0.17,"Oesophagitis, gastritis and dyspepsia age > 9 wo sig CCC"
06,0664,06641,0.3892,0.3892,2.31,7,1.0,"Oesophagitis, gastritis and dyspepsia age > 9 w min CCC"
06,0664,06642,0.5371,0.5902,3.13,9,1.0,"Oesophagitis, gastritis and dyspepsia age > 9 w mod CCC"
06,0664,06643,1.3287,1.5818,6.26,19,1.0,"Oesophagitis, gastritis and dyspepsia age > 9 w maj CCC"
06,0665,06650,0.2085,0.2085,1.8,5,0.32,"Oesophagitis, gastritis and dyspepsia age < 10 wo sig CCC"
06,0665,06651,0.232,0.232,1.95,6,1.0,"Oesophagitis, gastritis and dyspepsia age < 10 w min CCC"
06,0665,06652,0.7123,0.7827,4.41,13,0.41,"Oesophagitis, gastritis and dyspepsia age < 10 w mod CCC"
06,0666,06660,0.5353,0.5353,2.78,8,1.0,Miscellneous digestive disorders age > 9 wo sig CCC
06,0666,06661,1.627,1.9369,6.68,20,0.74,Miscellneous digestive disorders age > 9 w min CCC
06,0666,06662,2.4887,3.2746,11.57,35,1.0,Miscellneous digestive disorders age > 9 w mod CCC
06,0666,06663,3.7556,6.2594,15.04,45,1.0,Miscellneous digestive disorders age > 9 w maj CCC
06,0668,06680,2.8689,3.4154,8.79,26,0.79,Digest malignancy w chemo- and radiotherapy wo sig CCC
06,0668,06681,3.2604,7.41,26.55,80,1.0,Digest malignancy w chemo- and radiotherapy w min CCC
06,0669,06690,1.7581,1.911,3.96,12,0.94,Digest malignancy w chemotherapy wo sig CCC
06,0669,06691,3.0326,3.2963,3.03,9,1.0,Digest malignancy w chemotherapy w min CCC
06,0669,06692,3.8818,4.2194,3.94,12,1.0,Digest malignancy w chemotherapy w mod CCC
06,0669,06693,5.3961,7.1002,11.38,34,0.06,Digest malignancy w chemotherapy w maj CCC
06,0670,06700,1.7937,2.6378,12.8,38,0.64,Digest malignancy w radiotherapy wo sig CCC
06,0670,06701,2.4684,5.61,22.05,66,1.0,Digest malignancy w radiotherapy w min CCC
06,0671,06710,1.3906,1.5281,4.99,15,0.52,Digest malignancy w diag proc wo sig CCC
06,0671,06711,2.4143,3.1767,9.35,28,0.62,Digest malignancy w diag proc w min CCC
06,0671,06712,3.9741,6.6235,16.62,50,0.22,Digest malignancy w diag proc w mod CCC
06,0672,06720,0.9506,1.0446,4.25,13,0.65,Digest malignancy w blood transfusion wo sig CCC
06,0672,06721,2.358,3.1027,10.56,32,0.55,Digest malignancy w blood transfusion w min CCC
06,0672,06722,4.1108,6.8512,16.53,50,0.15,Digest malignancy w blood transfusion w mod CCC
06,0673,06730,0.5844,0.6422,3.64,11,1.0,"Digestive malignancy, transferred wo sig CCC"
06,0673,06731,1.2138,1.445,6.09,18,1.0,"Digestive malignancy, transferred w min CCC"
06,0674,06740,0.3937,0.3937,1.65,5,0.85,"G.I. obstruction, transferred wo sig CCC"
06,0674,06741,0.6962,0.7651,3.13,9,1.0,"G.I. obstruction, transferred w min CCC"
06,0674,06742,1.2458,1.369,4.79,14,1.0,"G.I. obstruction, transferred w mod CCC"
06,0675,06750,0.2203,0.2203,0.96,3,1.0,"Other digestive system diagnoses, transferred wo sig CCC"
06,0675,06751,0.7687,0.7687,2.88,9,1.0,"Other digestive system diagnoses, transferred w min CCC"
06,0675,06752,1.3606,1.4952,4.45,13,1.0,"Other digestive system diagnoses, transferred w mod CCC"
06,0675,06753,2.402,2.8595,7.03,21,1.0,"Other digestive system diagnoses, transferred w maj CCC"
06,0676,06760,0.4144,0.4144,2.47,7,1.0,Non-infectious gastroenteritis age > 9 wo sig CCC
06,0676,06761,0.9484,1.0422,5.07,15,1.0,Non-infectious gastroenteritis age > 9 w min CCC
06,0676,06762,2.1049,2.5058,8.78,26,1.0,Non-infectious gastroenteritis age > 9 w mod CCC
07,0701,07010,6.2806,9.2362,13.82,41,0.57,Pancreas resection wo sig CCC
07,0701,07011,6.2806,11.9204,23.72,71,1.0,Pancreas resection w min CCC
07,0702,07020,4.3982,6.468,13.69,41,0.8,Biliary tract procedures for malignancy wo sig CCC
07,0702,07021,4.3982,9.6066,22.21,67,1.0,Biliary tract procedures for malignancy w min CCC
07,0703,07030,3.3008,4.3432,9.78,29,0.78,Biliary tract procedures wo sig CCC
07,0703,07031,5.0035,7.3582,14.19,43,1.0,Biliary tract procedures w min CCC
07,0703,07032,5.6545,10.8741,19.55,59,0.88,Biliary tract procedures w mod CCC
07,0704,07049,3.6612,6.1021,15.45,46,1.0,Open cholecystectomy w closed CDE
07,0705,07050,1.942,2.1341,5.53,17,1.0,Open cholecystectomy wo sig CCC
07,0705,07051,2.8445,3.3864,8.16,24,1.0,Open cholecystectomy w min CCC
07,0705,07052,4.1214,6.0609,12.1,36,1.0,Open cholecystectomy w mod CCC
07,0705,07053,5.3526,8.9209,17.66,53,1.0,Open cholecystectomy w maj CCC
07,0706,07060,3.3594,3.9993,7.67,23,0.9,Hepatobiliary diagnostic proc wo sig CCC
07,0706,07061,5.2103,7.6621,13.81,41,0.64,Hepatobiliary diagnostic proc w min CCC
07,0706,07062,5.2103,10.2641,22.14,66,0.26,Hepatobiliary diagnostic proc w mod CCC
07,0707,07070,3.4386,3.7787,3.11,9,1.0,Oth hepatobil and pancreas OR procedure wo sig CCC
07,0707,07071,4.3358,6.3761,12.49,37,0.68,Oth hepatobil and pancreas OR procedure w min CCC
07,0708,07080,2.9445,3.2357,4.68,14,0.87,ERCP with therapeutic procedure wo sig CCC
